id,de,en,es,fr,phe,kcal,protein,fat,carbs,sugar,fiber,salt,emoji
D238500,Aprikosen-Nuss-Torte (Rührmasse),Apricot torte with nuts (cake batter),Tarta de albaricoque y nueces (masa batida),Gâteau abricots-noix (pâte à cake),0.23,284,4.83,16.87,27.3,16.456,1.7,0.255,🍰
W272300,Würfelpastete,Die-patterned pate,Paté con dados,Pâté à motif dés,0.998,170,12.89,13.16,0.08,0.002,0,1.5,🌭
X454223,"Grießsuppe geröstet, legiert mit Eigelb","Semolina soup roasted, thickened with egg yolk","Sopa de sémola tostada, ligada con yema de huevo","Soupe de semoule grillée, liée au jaune d'œuf",0.06,43,1.4,2.2,3.9,1.2,0.8,0.692,🍲
D7B3100,"Butterkekse/Butterplätzchen, kakaohaltig (Mürbeteig) mit Nougatfüllung","Shortbread biscuits, containing cocoa, with nougat filling",Galletas de mantequilla con cacao (masa quebrada) con relleno de nougat,Biscuits au beurre au cacao (pâte sablée) fourrés au nougat,0.236,497,5.41,23.5,64.4,46.2,2.98,0.112,🍪
X331353,Tomatensauce italienische Art,Tomato sauce Italian style,Salsa de tomate a la italiana,Sauce tomate à l'italienne,0.03,55,1.09,3.65,3.5,3.5,1.3,0.592,🥫
X1A8030,"Heringssalat mit Apfel, Gewürzgurke und Mayonnaise, gestreckt mit saurer/süßer Sahne","Herring salad with apple, gherkin and mayonnaise, diluted with sour/whipping cream","Ensalada de arenque con manzana, pepinillo y mayonesa, rebajada con nata agria/nata","Salade de hareng aux pommes, cornichon et mayonnaise, allongée à la crème aigre/crème",0.32,160,7.8,12.4,3.1,2.9,0.6,4.62,🥗
D7A7410,Pudding-Frucht-Plunder,Danish pastry with pudding and fruit,Danés de crema pastelera y fruta,Feuilleté danois à la crème pâtissière et aux fruits,0.264,306,5.7,15.5,35,13.2,1.8,0.562,🥐
Y036553,"Hackfleischbällchen mit Tomatenfüllung, gebraten, mit Tomatensauce (aus Tomatenmark)","Meatballs filled with tomatoes, fried, with tomato sauce (of tomato paste)","Albóndigas de carne picada rellenas de tomate, fritas, con salsa de tomate (de concentrado)","Boulettes de viande farcies aux tomates, poêlées, en sauce tomate (concentré)",0.486,226,10.9,18.1,4.2,2.2,0.9,0.56,🍖
Y610920,Heringsstipp (mit Bismarck-Hering),"Pickled herring fillet in sauce ""Heringsstip""",«Heringsstipp» (arenque Bismarck en salsa),« Heringsstipp » (hareng Bismarck en sauce),0.33,170,7.94,13.1,3.9,3.9,0.4,1.42,🐟
D431400,Donauwellen (Rührmasse),"""Donau-Wellen"" cake (cake batter)",«Donauwellen» (masa batida),« Donauwellen » (pâte à cake),0.212,315,4.55,20.23,27.7,16.1,1.91,0.188,🍪
X456243,Hascheesuppe,Minced meat soup,Sopa de picadillo de carne,Soupe au hachis de viande,0.1,59,2.3,4.5,2.2,0.3,0.2,0.648,🍲
X5A4000,"Chicoree gedünstet, mit Käsesauce von Bechamelsauce gratiniert","Chicory stewed, with cheese sauce from Bechamel sauce gratinated","Endibia rehogada, gratinada con salsa de queso sobre bechamel","Endives étuvées, gratinées à la sauce au fromage à base de béchamel",0.17,116,3.45,9.7,3.06,1.62,0.6,0.492,🍲
X538212,"Kohlroulade mit Hackfleischfüllung, gedünstet","Cabbage roulade with minced meat filling, stewed","Rollo de col con relleno de carne picada, rehogado","Chou farci à la viande hachée, étuvé",0.2,107,5.1,7.4,4,2.9,1.8,0.38,🍖
W865000,Gesülzter Hackbraten,Jellied meatloaf,Pastel de carne en gelatina,Pain de viande en gelée,0.744,198,17.1,13.9,1.07,1.07,0.2,1.5,🍖
W295200,Frühlingspastete,Spring pate,Paté de primavera,Pâté de printemps,0.843,138,10.91,10.12,0.6,0.3,0.3,1.8,🌭
Y621712,Kabeljau gedünstet auf asiatischem Gemüse,Cod stewed on Asian vegetables,Bacalao rehogado sobre verduras asiáticas,Cabillaud étuvé sur légumes asiatiques,0.41,80,11.3,2.7,1.4,1,2.6,0.695,🐟
Y859663,Aprikosencreme,Apricot cream,Crema de albaricoque,Crème d'abricot,0.223,138,4.8,7.1,12.8,12.7,0.303,0.065,🍮
X742423,Eierteigwaren gebraten mit Gemüse und Ei,Egg pasta fried with vegetables and egg,Pasta al huevo salteada con verduras y huevo,Pâtes aux œufs poêlées aux légumes et à l'œuf,0.31,122,6.1,4.2,14.2,1.52,1.5,0.402,🍝
X475713,"Haferflockensuppe geröstet, mit Gemüsebrühe und Ei","Porridge, roasted, with vegetable stock and egg","Sopa de copos de avena tostados, con caldo de verduras y huevo","Soupe de flocons d'avoine grillés, au bouillon de légumes et œuf",0.07,39,1.49,2,3.2,1.3,1,0.695,🍲
S623400,Pralinen gefüllt mit Fruchtcreme (alkoholhaltig),Pralines filled with fruit cream (alcoholic),Bombones rellenos de crema de fruta (con alcohol),Bonbons de chocolat fourrés à la crème de fruits (avec alcool),0.20648,506,6.41,32.58,41,38.4,7.5,0.02,🍫
D7A7510,Quark-Frucht-Plunder,Danish pastry with quark and fruit,Danés de requesón y fruta,Feuilleté danois au fromage blanc et aux fruits,0.398,378,8.13,20.1,40,11.4,2.25,0.75,🥐
D630700,Waffelkekse mit Nougatfüllung,Wafer biscuits with nougat filling,Galletas de barquillo con relleno de nougat,Biscuits gaufrettes fourrés au nougat,0.178,431,4.11,14.8,69.6,65.7,1.6,0.052,🧇
X673252,"Kartoffelklöße von gekochten Kartoffeln, gebraten mit Eiermilch","Potato dumplings from boiled potatoes, fried with egg-milk mix","Bolas de patata de patata cocida, salteadas con leche y huevo","Boulettes de pommes de terre cuites, poêlées au lait et œuf",0.373,267,7.03,17.82,18.76,1.56,1.63,0.662,🥟
D7B8300,"Spritzgebäck (Rührmasse) mit Nougatfüllung, schokoliert",Spritz biscuits (cake batter) with nougat filling and chocolate icing,"Pastas de manga (masa batida) con relleno de nougat, con cobertura de chocolate","Biscuits à la poche (pâte à cake) fourrés au nougat, enrobés de chocolat",0.273,502,6.3,28.7,52.7,28.8,3.49,0.12,🍫
P9A8100,"Cocktail, Hugo","Cocktail, Hugo",Cóctel Hugo,Cocktail Hugo,0.001,38,0,0,2.56,2.56,0,0.005,🍸
D312300,Aprikosen-Sahnetorte (Wasserbiskuit),Apricot cream torte (sponge cake),Tarta de albaricoque y nata (bizcocho al agua),Gâteau abricots-crème (génoise à l'eau),0.159,217,3.6,12.8,21.4,16,0.8,0.108,🍰
X384243,Teufelssauce/Grillsauce,Devil's sauce for barbecue,Salsa diabla para barbacoa,Sauce diable pour barbecue,0.033,174,1.03,14.3,8.8,8.69,1.4,1.5,🥫
X682533,Himmel und Erde (Äpfel und Kartoffeln) mit gebratener Blutwurst,"""Heaven and earth"" apple-potato mash with fried blood sausage",«Cielo y tierra» (manzana y patata) con morcilla frita,« Ciel et terre » (pommes et pommes de terre) au boudin poêlé,0.157,133,3.3,8.2,10.7,4.74,1.3,0.5,🥔
Y2A1010,Kalbfleischpudding mit Lachsschinken und Champignons,Veal pudding with ham and button mushrooms,Pudin de ternera con lomo de cerdo curado y champiñones,Pudding de veau au filet de porc fumé et champignons de Paris,0.97,274,20.4,18.45,6.3,1.02,0.7,0.93,🍮
W272200,Sternpastete,Star-patterned pate,Paté con estrella,Pâté à motif étoile,1.01,163,12.77,12.38,0.08,0,0.05,1.8,🌭
X4A8090,"Weiße-Bohnen-Eintopf mit Paprika, Tomaten und Ajvar","Haricot bean stew with sweet pepper, tomatoes and ajvar","Guiso de judías blancas con pimiento, tomate y ajvar","Ragoût de haricots blancs au poivron, tomates et ajvar",0.189,65,3.4,1.3,8,2.7,2.9,0.168,🍲
W291200,Eierpastete,Egg pate,Paté de huevo,Pâté aux œufs,0.966,160,12.71,12.01,0.17,0.09,0.12,1.8,🥚
X444313,Kartoffel-Lauchcremesuppe,Cream of potato-leek soup,Crema de patata y puerro,Velouté pommes de terre-poireau,0.05,63,1.21,2.3,9,1.5,0.6,0.42,🍲
Y180723,"Rindfleisch gekocht, mit Kapernsauce von heller/weißer Grundsauce","Beef boiled, with caper sauce from white basic sauce","Carne de vacuno cocida, con salsa de alcaparras sobre salsa base blanca","Bœuf bouilli, à la sauce aux câpres sur sauce blanche",0.73,131,15.6,6.9,1.46,0.36,0.2,0.545,🥩
X1A8050,"Matjessalat mit Roter Bete, Apfel, Kartoffeln und Mayonnaise","Matjes herring salad with beetrot, apple, potatoes and mayonnaise","Ensalada de arenque matjes con remolacha, manzana, patata y mayonesa","Salade de hareng matjes à la betterave rouge, pommes, pommes de terre et mayonnaise",0.2,126,5.1,7.6,8,4.6,1.4,2.902,🥗
X712343,"Eier-Frischteigwaren mit gebackenem Kürbis, in Grundsauce hell/weiß mit Sahne","Fresh egg pasta with baked pumpkin, in white basic sauce with cream","Pasta fresca al huevo con calabaza al horno, en salsa base blanca con nata","Pâtes fraîches aux œufs au potiron rôti, en sauce de base blanche à la crème",0.18,128,3.67,5.6,14.57,2.75,2.5,0.495,🍝
X711242,"Eier-Frischteigwaren Tomatenspätzle, selbstgemacht, roh","Fresh egg pasta tomato spaetzle, homemade, raw","Spätzle de tomate de pasta fresca al huevo, caseros, crudos","Spätzle à la tomate de pâtes fraîches aux œufs, maison, crus",0.5,208,10.3,3.5,32.2,1.4,3.3,0.635,🍝
X476540,Gurken-Buttermilch-Joghurt-Kaltschale,Cold cucumber-buttermilk-yogurt soup,"Sopa fría de pepino, suero de mantequilla y yogur",Soupe froide concombre-babeurre-yaourt,0.08,34,2.24,1.1,3.2,3.2,0.5,0.12,🥣
Y912160,Frikadelle mit Pommes frites und Tomatenketchup,Meatball with potato chips and tomato ketchup,Albóndiga plana con patatas fritas y kétchup de tomate,Boulette de viande aux frites et ketchup de tomate,0.458,240,10.01,13.65,18.32,2.98,1.5,0.895,🍟
E605082,"Kartoffel-Schupfnudeln gekocht, gebraten ohne Fett (Pfanne)","Potato noodles (Schupfnudeln) boiled, fried without fat (pan)","Fideos de patata (Schupfnudeln) cocidos, fritos sin grasa (sartén)","Quenelles de pomme de terre (Schupfnudeln) cuites, poêlées sans matière grasse",0.307,190,6.31,1.5,36.29,0.719,3.23,1.208,🍝
X469753,Chili con carne (mit Rinderhackfleisch),Chilli con carne (with beef mince),Chili con carne (con carne picada de vacuno),Chili con carne (à la viande hachée de bœuf),0.48,158,9.9,7.9,9,3.1,4.9,0.8,🍲
Y694723,"Rotbarsch mit Champignonsauce, überbacken","Redfish with button mushroom sauce, gratinated","Gallineta con salsa de champiñones, gratinada","Sébaste à la sauce aux champignons de Paris, gratiné",0.28,110,6.8,7.2,3.9,0.9,0.7,0.52,🐟
D9B1100,"Butterkekse/Butterplätzchen, kakaohaltig (Vollkornmürbeteig) mit Nougatfüllung","Wholemeal shortbread biscuits, containing cocoa, with nougat filling",Galletas de mantequilla con cacao (masa quebrada integral) con relleno de nougat,Biscuits au beurre au cacao (pâte sablée complète) fourrés au nougat,0.253,494,5.96,23.7,61.8,46.2,4.68,0.11,🍪
X553812,"Paprikaschoten mit Hackfleischfüllung, gebacken","Sweet peppers with minced meat filling, baked","Pimientos con relleno de carne picada, al horno","Poivrons farcis à la viande hachée, au four",0.35,116,7.43,7.5,4,3.4,1.3,0.305,🥩
U063262,"Rind/Schwein, Hacksteak, tiefgefroren, gebraten ohne Fett (Ofen)","Beef/pork, minced steak, deep-frozen, fried without fat (oven)","Vacuno/cerdo, filete de carne picada, congelado, asado sin grasa (horno)","Bœuf/porc, steak haché, surgelé, rôti sans matière grasse (four)",1.006,266,22.08,19.71,0,0,0.3,2.2,🍖
X536343,"Rosenkohl gekocht, mit Käsesauce von Bechamelsauce","Brussels sprouts boiled, with cheese sauce from Bechamel sauce","Coles de Bruselas cocidas, con salsa de queso sobre bechamel","Choux de Bruxelles cuits, à la sauce au fromage à base de béchamel",0.19,77,4.29,4.6,3.27,1.73,2.1,0.452,🧀
D9B1500,Schoko-Müslikekse/Schoko-Müsliplätzchen (Vollkornmürbeteig),Wholemeal chocolate muesli biscuits (shortcrust pastry),Galletas integrales de muesli con chocolate (masa quebrada integral),Biscuits complets au muesli et chocolat (pâte sablée complète),0.3,515,7.2,30.3,49.6,21.3,6.5,0.435,🍪
D7B8200,Spritzgebäck (Rührmasse) mit Nougatfüllung,Spritz biscuits (cake batter) with nougat filling,Pastas de manga (masa batida) con relleno de nougat,Biscuits à la poche (pâte à cake) fourrés au nougat,0.29,489,6.3,26.9,54.1,25.4,2.33,0.142,🍫
W293100,Haselnusspastete,Hazelnut pate,Paté de avellana,Pâté aux noisettes,1.155,189,14.24,14.36,0.4,0.282,0.6,1.8,🍖
D7B3200,"Butterkekse/Butterplätzchen, kakaohaltig (Mürbeteig) mit Nougatfüllung, schokoliert","Shortbread biscuits, containing cocoa, with nougat filling and chocolate icing","Galletas de mantequilla con cacao (masa quebrada) con relleno de nougat, con cobertura de chocolate","Biscuits au beurre au cacao (pâte sablée) fourrés au nougat, enrobés de chocolat",0.252,513,6.09,27.2,59.3,44.1,3.3,0.145,🍪
Y073012,Innereiengericht (von Rind/Schwein) mit Sahnesauce,Beef and pork offals with cream sauce,Plato de casquería (vacuno/cerdo) con salsa de nata,Plat d'abats (bœuf/porc) à la sauce à la crème,0.87,207,17.29,13.6,3.62,0.2,0.2,0.652,🥛
X720413,Auflauf aus Eier-Frischteigwaren mit Pilzsauce von Bechamelsauce und Gouda überbacken,Casserole of egg pasta with mushroom sauce from Bechamel sauce and Gouda cheese gratinated,Gratinado de pasta fresca al huevo con salsa de setas sobre bechamel y gouda,Gratin de pâtes fraîches aux œufs à la sauce aux champignons à base de béchamel et gouda,0.34,165,6.8,5.9,20,1.4,2.2,0.61,🍲
P9A5000,"Cocktail, Touch Down","Cocktail, Touch down",Cóctel Touch Down,Cocktail Touch Down,0.009,82,0.3,0.1,7.8,7.8,0.1,0.02,🍸
P196000,Berliner Weisse mit Fruchtsirup,Berlin draught beer with fruit syrup,Berliner Weisse con sirope de fruta,Berliner Weisse au sirop de fruits,0.03,53,0.6,0,5.74,3.5,0,0.002,🍇
X659112,"Schupfnudeln gegart, gebraten","""Schupfnudeln"" (German potato pasta ) cooked, fried","Schupfnudeln cocidos, salteados","Schupfnudeln cuites, poêlées",0.225,243,4.55,13.62,24.14,0.676,2.66,0.288,🍝
Y036533,"Frikadellen gebraten, mit gedünsteten Tomaten","Meatballs fried, with stewed tomatoes","Albóndigas planas fritas, con tomate rehogado","Boulettes poêlées, aux tomates étuvées",0.47,164,10.43,11.38,4.41,2.15,1,0.46,🍖
X760812,Maultaschen Schwäbische Art (mit Hackfleisch) gebraten mit Ei,"Minced meat-spinach-filled pasta squares, Swabian style, fried with egg",Maultaschen a la suaba (con carne picada) salteados con huevo,Maultaschen à la souabe (à la viande hachée) poêlées à l'œuf,0.467,190,10.783,13.56,5.404,0.527,1.473,0.94,🥟
D7B6100,Mürbchen (Mürbeteig) mit Nougatfüllung,Shortcrust pastry biscuit with nougat filling,Galletas de masa quebrada con relleno de nougat,Biscuits sablés fourrés au nougat,0.311,490,6.34,24.4,60.1,30.4,2.44,0.142,🍫
X081243,"Toast mit Spargel, Lachsschinken und Käse, gebacken","Toast with asparagus, ham and cheese, baked","Tostada con espárrago, lomo de cerdo curado y queso, horneada","Toast aux asperges, filet de porc fumé et fromage, cuit au four",0.501,201,11,13.71,7.67,1.5,1.068,1.128,🧀
X365643,Preiselbeersauce mit Rotwein,Lingonberry sauce with red wine,Salsa de arándano rojo con vino tinto,Sauce à l'airelle rouge au vin rouge,0.004,145,0.476,0.289,32.46,31.53,0.854,0.005,🥫
X3A6040,Tofu-Bolognese vegan,Tofu Bolognese vegan,"Boloñesa de tofu, vegana","Bolognaise de tofu, végétalienne",0.39,160,11.4,10.7,2.7,2.7,3.2,0.225,🫘
X1A2020,Kartoffelsalat mit Mayonnaise,Potato salad with mayonnaise,Ensalada de patata con mayonesa,Salade de pommes de terre à la mayonnaise,0.07,154,1.6,11.4,10.14,1.11,1.4,0.38,🥗
X810553,"Milchreis gesüßt, mit Milch 3,5 % Fett und Kompott aus Trockenfrüchten","Rice pudding sweetened, with milk 3.5 % fat and compote of dried fruit","Arroz con leche endulzado, con leche 3,5 % grasa y compota de fruta seca","Riz au lait sucré, au lait 3,5 % de matière grasse et compote de fruits séchés",0.175,167,3.98,2.4,31,17.7,1.9,0.092,🍮
X545043,"Spargel gekocht, mit Sauce Hollandaise/Holländischer Sauce","Asparagus boiled, with Hollandaise sauce","Espárrago cocido, con salsa holandesa","Asperges cuites, à la sauce hollandaise",0.1,180,2.7,17.2,2.93,2.81,1,0.268,🥕
Y912030,Frikadelle mit Senf,Meatball with mustard,Albóndiga plana con mostaza,Boulette de viande à la moutarde,0.827,261,18.02,18.88,4.39,0.98,0.7,0.755,🍖
Y915062,Knacker mit Brötchen und Senf,Knackwurst with roll and mustard,Knacker con panecillo y mostaza,Knacker avec petit pain et moutarde,1.163,263,16.48,13.38,18.45,1.14,1.4,2.5,🌭
W295100,Champignonpastete,Button mushroom pate,Paté de champiñón,Pâté aux champignons de Paris,1.048,143,12.81,10.05,0.27,0,0.2,1.8,🍄
Y992060,Vanillecremeeis mit Schlagsahne und Früchten (Konserve),Vanilla ice cream (with egg) with whipped cream and fruit (canned),Helado de crema de vainilla con nata montada y fruta (en conserva),"Crème glacée à la vanille, crème fouettée et fruits (en conserve)",0.097,162,2.2,11.29,12.56,12.37,0.5,0.058,🍮
Y244023,Kalbsragout fein (Ragout fin),Veal ragout (ragout fin),Ragú fino de ternera (ragout fin),Ragoût fin de veau,0.52,113,12.85,5.9,1.8,0.6,0.4,0.458,🍲
X208240,Tomaten-Thunfischsalat mit Essigmarinade,Tomato-tuna salad with vinegar marinade,Ensalada de tomate y atún con aliño de vinagre,Salade tomates-thon à la marinade au vinaigre,0.245,106,6.76,7.45,2.24,2.23,0.9,0.525,🥗
E470082,"Eier-Frischteigwaren Ravioli (Gemüsefüllung) gekocht, gebraten ohne Fett (Pfanne)","Fresh egg pasta Ravioli (vegetable filling) boiled, fried without fat (pan)","Pasta fresca al huevo, raviolis (relleno de verdura) cocidos, fritos sin grasa (sartén)","Pâtes fraîches aux œufs, raviolis (farce aux légumes) cuits, poêlés sans matière grasse",0.255,144,5.09,2.12,25,0.78,2,0.355,🍝
W291100,Schinken-Käsepastete,Ham-cheese pate,Paté de jamón y queso,Pâté jambon-fromage,1.348,172,17.08,11.39,0.05,0,0.03,2.2,🍖
G993242,"Gemüsemischung mexikanische Art, tiefgefroren, geschmort ohne Fett","Mixed vegetables Mexican style, deep-frozen, braised without fat","Mezcla de verduras estilo mexicano, congelada, estofada sin grasa","Mélange de légumes façon mexicaine, surgelé, braisé sans matière grasse",0.21,68,3.9,0.6,8.9,4,5.2,0.005,🍖
D330100,Buttercremetorte (Rührmasse),Butter cream torte (cake batter),Tarta de crema de mantequilla (masa batida),Gâteau à la crème au beurre (pâte à cake),0.212,315,4.55,20.23,27.7,16.1,1.91,0.188,🍰
Y813262,Baba mit Rum,"""Baba"" (yeast ring cake, drizzled with rum)",Baba al ron,Baba au rhum,0.32,315,6.6,8.7,50,20.1,2.8,0.445,🍰
X651343,Bratkartoffeln mit Speck und Zwiebeln,Fried potatoes with bacon and onions,Patatas salteadas con panceta y cebolla,Pommes de terre sautées au lard et oignons,0.155,204,4.13,12.65,16.88,1.05,3,0.8,🥔
X7A3010,"Maultaschen mit Spinatfüllung, gegart in Gemüsebrühe","Spinach-filled pasta squares, cooked in vegetable stock","Maultaschen con relleno de espinaca, cocidos en caldo de verduras","Maultaschen farcies aux épinards, cuites au bouillon de légumes",0.1,42,2,1.1,5.7,0.6,0.7,0.545,🥟
